input,output
大圣手握诀，口中念咒叫：“变长！”,好大圣，捻着诀，念声咒，叫“长！”
那八戒和沙僧听到这话，感觉就像是从鬼门关回来的那一刻一样，他们立刻牵着马，拿着担子，匆匆前行，绕过波月洞的后门，然后大声喊道：“师父！”,那八戒与沙僧闻得此言，就如鬼门关上放回来的一般，即忙牵马挑担，鼠窜而行，转过那波月洞后门之外，叫声“师父！”
正当我们交谈的时候，突然看到石屋外面有两个穿着青衣的女童，手持着绛纱灯笼，后面还跟着一位仙女。,正话间，只见石屋之外，有两个青衣女童，挑一对绛纱灯笼，后引着一个仙女。
在这个时候，有很多人一起喊，有很多人保护着大圣，和尚们说：“爷爷，真的很神奇！”,此时有百十众齐叫，足有百十个大圣护持，众僧叩头道：“爷爷！果然灵显！”
小妖们远远看到孙悟空，一起喊道：“大王，别惹他！让他走吧！这猴子不遵守规矩，还没到清明，他就玩起了风筝！”,众小妖远远看见，齐声高叫道：“大王，莫惹他！让他去罢！这猴儿不按时景，清明还未到，他却那里放风筝也！”
刘洪突然出现，看到那个男孩后，便打算淹死他。小姐说：“天色已晚，明天再把他扔进江里吧。”,忽然刘洪回来，一见此子，便要淹杀，小姐道：“今日天色已晚，容待明日抛去江中。”
沙僧说：“不用找他了，我扶着师父走吧。”,沙僧道：“不必寻他，等我扶师父去也。”
太子说：“我要感激天地赐予的土地，感激太阳和月亮赐予的光明，感激国王赐予的水和土，也要感激父母养育之恩。”,”太子道：“感天地盖载之恩，日月照临之恩，国王水土之恩，父母养育之恩。
花儿围绕房屋绽放，月光璀璨如梦；空旷之处无树影婆娑，星芒闪耀明亮。,绕屋有花笼月灿，隔空无树显星芒。
沿着三千水，迈着坚定的步伐；飞锡长行，穿越万里崖。,挑禅远步三千水，飞锡长行万里崖。
八戒说：“你那几句话骗了他一顿饭，明天就打算跑路了，他还送你什么呢？”,八戒道：“不羞！凭你那几句大话，哄他一顿饭吃了，明日却要跑路，他又管待送你怎的？”
八戒笑着说：“兄弟，别胡乱猜测。那片树林里是一个安静的地方，绝对不会有妖精。可能老和尚不耐烦了，去那边观察环境了。我们去找他吧。”,八戒笑道：“兄弟，莫要胡说。那林子里是个清雅的去处，决然没有妖精。想是老和尚坐不住，往那里观风去了。我们寻他去来。”
在堤岸上，金黄的柳条摇曳，黄鹂在柳林中婉转歌唱；河岸边，娇艳的桃树翻转着，粉蝶在花瓣上翩翩起舞。,临堤绿柳转黄鹂，傍岸夭桃翻粉蝶。
"""背阴山是幽冥的。""",“乃幽冥背阴山。”
行者喝茶后转身一看，发现墙上挂着一幅圯桥进履的画。,茶毕，行者回头一看，见后壁上挂著一幅圯桥进履的画儿。
他们在涧边展开了一场激烈的赌斗，两人的英勇表现让人印象深刻，只见他们：龙舒利爪舞动，猴举金箍闪耀。,他两个在涧边前这一场赌斗，果是骁雄，但见那：龙舒利爪，猴举金箍。
行者说：“你们俩牵着马，挑着担，跟着那两个女怪，做个引子，带到门口，一起动手。”,”行者道：“你两个牵着马，挑着担，我们跟着那两个女怪，做个引子，引到那门前，一齐下手。
八戒说：“师兄，这里可以买点东西用了。”,八戒叫道：“师兄，这里将就买些用罢。”
高耸入云，层层叠叠。,万丈崔巍，千层悬削。
那和尚看到行者的长相，感到有些害怕，便问道：“那骑马的人是什么东西？”,那和尚忽见行者相貌，有些害怕，便问：“那牵马的是个甚么东西？”
独角鬼王和七十二洞的妖怪已经被天神们捉走了，只有四名将士和一群猴子躲藏在水帘洞的深处。,那独角鬼王与七十二洞妖怪，尽被众天神捉拿去了，止走了四健将与那群猴，深藏在水帘洞底。
在一日杀气凶声吼时，日月星辰皆隐匿光芒。,一天杀气凶声吼，日月星辰不见光。
唐僧擦掉眼泪，行者听到后非常高兴，展开翅膀飞到唐僧面前。,”行者闻言，满心欢喜，展开翅，飞近师前。唐僧揩泪道：“呀！
祖师说：“想长生就像‘水中捞月’一样不可能。”,祖师道：“此欲长生，亦如‘水中捞月’。”
在巴山深处寻找穴虎，直到深夜；在黎明时分翻波出水，犹如出水龙般勇猛。,至晚巴山寻穴虎，待晓翻波出水龙。
他紧紧抓住太宗，不停地喊叫着，不肯放开，太宗被堵住嘴，无法说话，只能挣扎着汗流满身。,他扯住太宗，再三嚷闹不放，太宗箝口难言，只挣得汗流遍体。
行者听到后立刻喊道：“点火，我要走了！”,行者听了即叫：“烧纸，我去呀！”
突然间，一只斑斓虎出现在他面前，面对着伯钦，他立刻转身离开。,只见一只斑斓虎，对面撞见，他看见伯钦，急回头就步。
行者说：“你这个没用的脓包！他被我吃了，我就抓住了他的肠子，捏住了他的肺，然后把绳子穿进他的心脏，让他痛苦不堪，最终一个个跪地求饶。这样我才放过他。现在我要送我师父过山了，你来抬轿吧。”,行者道：“象你这个不济事的脓包！他吃了我，我就抓他肠，捏他肺，又把这条绳儿穿住地的心，扯他疼痛难禁，一个个叩头哀告，我才饶了他性命。如今抬轿来送我师父过山也。”
国王下令光禄寺举办盛大的宴会，以感谢驸马的救命之恩，否则可能会被和尚伤害。,那国王却传旨，教光禄寺大排筵宴，谢驸马救拔之恩，不然，险被那和尚害了。
众神立刻出发，离开天宫。,众神即时兴师，离了天宫。
杯中光影微弱，庭院中清静如仙。,光浮杯面寒无力，清映庭中健有仙。
教众首领高举旗帜，敲锣打鼓，迎接队伍。,教众头目大开旗鼓，摆队迎接。
这里依然保持着崭新的面貌，闪耀着霞光，散发出瑞气，无论何时何地，都备受瞩目，受到四国的共同关注。,这才是整旧如新，霞光万道，瑞气千条，依然八方共睹，四国同瞻。
在那座城里，小妖已经全部消失，就如同蛇失去了头无法行动，鸟失去了翅膀无法飞翔。,那城里一个小妖儿也没有了，正是蛇无头而不行，鸟无翅而不飞。
老母说：“我有件绵布直裰和嵌金花帽，原本是给我儿子的。他只做了三天和尚就去世了。我去他寺里哭过一次，然后跟他的师父告别，把这两件衣服拿回来，留作纪念。长老，你既然有徒弟，我就把这两件衣服送给你吧。”,老母道：“我有这一领绵布直裰，一顶嵌金花帽，原是我儿子用的。他只做了三日和尚，不幸命短身亡。我才去他寺里，哭了一场，辞了他师父，将这两件衣帽拿来，做个忆念。长老啊，你既有徒弟，我把这衣帽送了你罢。”
那怪物毫不示弱，紧咬牙关，与八戒展开激烈对抗。,那怪那肯容情，咬定牙齿，与八戒交锋。
文殊离开青毛狮，普贤找不到白象。,文殊走了青毛狮，普贤白象难寻见。
菩萨再次出现，向惠岸致以敬意。,惠岸又见菩萨施礼。
这位师傅说：“我不是月下老人。”,这个道：“贫僧不是月阇黎。”
凶狠的魔头：展现恶毒的欺侮，真性温柔却无法抵挡。,好杀：魔头泼恶欺真性，真性温柔怎奈魔。
刘全不忍心再看，只能放弃生命，离开家庭，离开孩子，自愿牺牲自己，揭皇榜，来见唐王。,刘全又不忍见，无奈，遂舍了性命，弃了家缘，撇了儿女，情愿以死进瓜，将皇榜揭了，来见唐王。
那伙贼里面竟然有老杨的儿子。,却说那伙贼内果有老杨的儿子。
在竹阁中写诗，费尽心思推敲，即使是白雪也变得珍贵；在松轩中编写文集，考究成珠玉般的作品，以青编为注。,竹阁有诗，费尽推敲裁白雪；松轩文集，考成珠玉注青编。
樵夫说：“你真是个迟钝的人。我刚才告诉过你了，你还不明白吗？如果我跟你走了，岂不是耽误了我的生意？谁来照顾我的老母？我需要砍柴，你走吧，走吧。”,樵夫道：“你这汉子，甚不通变。我方才这般与你说了，你还不省？假若我与你去了，却不误了我的生意？老母何人奉养？我要斫柴，你自去，自去。”
行者大声呼唤，但无人应答，心中愤怒不已，手持铁棒，将门猛击，结果了一个窟窿。,行者叫两次，见不开门，心中大怒，举铁棒，将门一下打了一个窟窿。
在四周围着华丽的盖子，近在眼前的紫墟平坦开阔。玉石桥栏上雕刻着精巧的兽形，黄金台上排列着贤明的贤者。,四垂华盖近，百转紫墟平。玉石桥栏排巧兽，黄金台座列贤明。
行者抬头看了看：“这 not 像座殿宇，肯定是座寺院。我们赶紧找些地方搭帐篷住下。”,行者抬头看了道：“不是殿宇，定是寺院。我们赶起些，那里借宿去。”
三藏闭上嘴，用手指着自己的心，点头示意。,三藏钳口不言，但以手指自心，点头几度。
行者听他说理，只好让老龙回海。,行者见他说出理来，只得发放老龙回海。
真君赶到崖下，发现鸨鸟不见踪影，只看到一间小庙。他急忙睁开眼睛，仔细观察，看到旗竿立在后面。他笑着说：“这就是那只狡猢狙！他又在骗我。我见过庙宇，但从没见过旗竿立在后面。肯定是那只畜生在耍花招！如果他敢哄我进去，我就先击碎窗棂，然后踢开门扇！”,真君赶到崖下，不见打倒的鸨鸟，只有一间小庙，急睁凤眼，仔细看之，见旗竿立在后面，笑道：“是这猢狲了！他今又在那里哄我。我也曾见庙宇，更不曾见一个旗竿竖在后面的。断是这畜生弄谊！他若哄我进去，他便一口咬住。我怎肯进去？等我掣拳先捣窗棂，后踢门扇！”
只见水骨都都涌出，孙大圣匆忙用筋斗飞起，和水伯一起跳上高峰。,只见那股水骨都都的都往外泛将出来，慌得孙大圣急纵筋斗，与水伯跳在高峰。
猴王高兴地穿上赭黄袍，大家高兴地排好队伍向他致敬，然后决定封鬼王为前部总督先锋。,猴王大喜，将赭黄袍穿起，众等欣然排班朝拜，即将鬼王封为前部总督先锋。
云汉飘香，太空清光满。,香气飘云汉，清光满太空。
牙齿被锯子包着，耳朵尖尖地连在一起。,锯牙包口，尖耳连眉。
木叉指着手指问道：“东岸上坐着的是谁？”,木叉用手指道：“那东岸上坐的不是？”
十王说道：“事情已经平静下来了，但我担心御妹的健康状况可能不会太好。”,十王道：“俱安，但恐御妹寿似不永。”
他俩不管有没有路，就在草地上走，走到那家门口，看到：紫芝和白石。,他两个也不管有路无路，漫草而行，直至那家门首，但见：紫芝翳翳，白石苍苍。
草芽和柳眼都呈现出绿色，洋溢着春天的生机。,草芽遍地绿，柳眼满堤青。
小妖精心准备了两壶药酒，满满地倒了一杯，递给老魔。,那小妖真个将药酒筛了两壶，满满斟了一锺，递与老魔。
沙僧问：“你要怎么激他？”,沙僧道：“哥啊，怎么样激他？”
在禁苑中，花朵盛开，嫩脸如露水般清澈；在御沟旁，柳枝摇曳，纤腰款款舞动。,也有禁苑的，露花匀嫩脸；也有御沟的，风柳舞纤腰。
女王开心地说：“御弟还有什么要说的吗？”,女王笑道：“御弟再有何说。”
突然间，师徒俩走到了桃树林边，行者轻轻地摸了摸师父的头，长老立刻就明白了。,忽抬头，到了桃树林边，行者把师父头上一掐，那长老就知。
行者吐了一口说：“放屁！”,行者啐了一口道：“放放放！”
我想要向神明报告，但职位太低，无法见到玉帝。,我欲启奏上天，奈何神微职小，不能得见玉帝。
你到这里来的原因是什么？,你为何到此？
近在眼前的菩萨问道：“你到底是哪种龙，在这里承受惩罚？”,菩萨近前问日：“你是何龙，在此受罪？”
沙僧听到这话勃然大怒，手持宝杖，毫不留情地挥舞着，猛击过去。,沙僧闻言大怒，轮宝杖，劈头就打。
他知道这一点，匆忙地走进去看，发现方丈中间有一些闪闪发光的气味，台案上有一个青毡包袱。,他却情知如此，急入里面看时，见那方丈中间有些霞光彩气，台案上有一个青毡包袱。
玄奘感激地磕头，接受了高级官职和尊贵的爵位。,玄奘顿首谢恩，受了大阐官爵。
黄鹤飞回云中，寻找旧时的巢穴；玄猿手捧果实，难以献上。,玄猿捧果难来献，黄鹤回云找旧巢。
那两位年长的人无法留住他们，只能简单地准备了一些干粮和烘炒的食物，以及一些烧饼和馍馍作为送行的礼物。,那两个老者苦留不住，只得安排些干粮烘炒，做些烧饼馍馍相送。
俗话说：君让臣死，臣不忠；父让子亡，子不孝。,常言道，君教臣死，臣不死不忠；父教子亡，子不亡不孝。
在瞬间，一个变成了十个，十个变成了百个，百个变成了千个，千个变成了万个，每个都变成了无边无际的数字。,须臾间，一个变十个，十个变百个，百个变千个，千个变万个，个个都变成无穷之数。
香气独特，混合着脂粉的味道。,异香馥郁，脂粉交加。
松柏苍翠，古色古香，无与伦比。,苍颜松柏老，秀色古今无。
他们俩找不到对方，突然看到南面闪闪发光，八戒说：“兄弟，有福气的人会有福气。你看，师父去了他家，那发光的是一座宝塔，谁敢忽视？我们要好好招待他，安排一些食物给他。我们别再傻站着了，赶紧赶上去享受美食吧。”,他两个寻一会不见，忽见那正南下有金光闪灼，八戒道：“兄弟啊，有福的只是有福。你看师父往他家去了，那放光的是座宝塔，谁敢怠慢？一定要安排斋饭，留他在那里受用。我们还不走动些，也赶上去吃些斋儿。”
那个人宣称：“我妻子已经同意你和我一起并肩作战了！”,那个说：“我妻许你共相将！”
鸟儿的歌声在耳边回荡，雁群飞过；鹿正在喝水，猿在树上攀爬。,鸟啼雁过，鹿饮猿攀。
他的百姓受伤了，与你有什么关系呢！,他伤的是他的子民，与你何干！
一哭就肿起来了！,一哭就脓包了！
正行，无法抑制地流下了眼泪，心中暗自感叹：“可怜啊，我的铜斗江山，铁围社稷，却被他暗中夺走了！”,正行，忍不住腮边堕泪，心中暗道：“可怜！我的铜斗儿江山，铁围的社稷，谁知被他阴占了！”
那师父战战兢兢地进入深山，心中充满悲伤，紧紧握住马的缰绳，喊道：“悟空啊！自从益智登山结盟，王不留行送我出城。路上遇到了三棱子，途中催促马匹前行。在坡上转过涧寻找荆芥，越过岭登山拜茯苓。防己用了一身竹沥，茴香何时才能拜见朝廷？”,那师父战战兢兢，进此深山，心中凄惨，兜住马，叫声：“悟空啊！我自从益智登山盟，王不留行送出城。路上相逢三棱子，途中催趱马兜铃。寻坡转涧求荆芥，迈岭登山拜茯苓。防己一身如竹沥，茴香何日拜朝廷？”
等待明日，如何告别，留待下次分享。,毕竟到明日如何作别，且听下回分解。
在荒郊野外的草丛中，我独自散步。,独自个散步荒郊草野之间。
在漫长的修行中，妖邪终于顿悟了三昧境界，永远守护着西方第一名。,妖邪久悟呼三昧，永镇西方第一名。
三个行者变形成四面，包括本身和师父，一起围着师父下拜。,即变了三个行者，连本身四个，四面围住师父下拜。
老人半信半疑地搀扶着唐僧缓缓前行。,老者似信不信的，扶着唐僧慢走。
念头一旦产生，便注定会带来爱意；而情感的留存必定会带来灾祸。,起念断然有爱，留情必定生灾。
菩萨道：“这个瓶子原来是空的，现在却装满了水扔进了海里。这期间，水已经流过了三江五湖，八海四渎，溪源潭洞。水里还包含了一海水。你拿不动是因为你没有足够的重量。”,菩萨道：“常时是个空瓶，如今是净瓶抛下海去，这一时间，转过了三江五湖，八海四渎，溪源潭洞之间，共借了一海水在里面。你那里有架海的斤量？此所以拿不动也。”
“菩萨嘱咐众人：“守住林地，我有事要离开一会儿。”,”菩萨吩咐大众：“看守林中，我去去来。
道：“那郡侯太任性了，不尊重天地，得罪了上帝。现在米山、面山、黄金大锁都倒塌了，才该下雨。”,天王道：“那壁厢敢是不该下雨哩。我向时闻得说，那郡侯撒泼，冒犯天地，上帝见罪，立有米山、面山、黄金大锁，直等此三事倒断，才该下雨。”
当风停息时，皇榜消失，大家感到惊恐。,不觉风过时，没了皇榜，众皆悚惧。
三藏师徒正在驿厅享用斋饭，突然听到外面有人报告：“当驾太师和本官老姆来了。”,却说三藏师徒们在驿厅上正享斋饭，只见外面人报：“当驾太师与我们本官老姆来了。”
行者说：“真人的头扔出去，没声音，假的头扔出去像梆子声。”,”行者道：“真人头抛出来，扑搭不响，假人头抛得象梆子声。
刘洪道说：“江州有金山寺和焦山寺，你是在哪个寺里听到的消息？”,刘洪道：“这江州有个金山寺、焦山寺，听你在那个寺里去。”
在门楣上放着一块石版，上面刻着十个大字：万灵竹节山九曲盘桓洞。,门楟上横嵌着一块石版，楷镌了十个大字，乃是万灵竹节山九曲盘桓洞。
大圣耳朵一动，摸出一根绣花针，说道：“诸位，我虽是出家人，却没有盘缠在身。就以这根针作为礼物送给你们吧。”,好大圣，耳中摸一摸，拔出一个绣花针儿道：“列位，我出家人，果然不曾带得盘缠，只这个针儿送你罢。”
小姐准备出去，不想见父亲，想上吊。,小姐欲待要出，羞见父亲，就要自缢。
三藏吓得急忙下马，向空中跪拜道：“弟子眼拙，认不出尊贵神明的容貌，请原谅我的无知。请转达菩萨，感谢您的庇佑。”,慌得个三藏滚鞍下马，望空礼拜道：“弟子肉眼凡胎，不识尊神尊面，望乞恕罪。烦转达菩萨，深蒙恩佑。”
我师认不出，说是个不满三朝的孩童，不吃。,我师不认得，只说是三朝未满的孩童，再三不吃。
祖师问：“你来自哪里？告诉我你的家乡和姓名，谢谢。”,祖师道：“你是那方人氏？且说个乡贯姓名明白，再拜。”
三藏骂道：“这该死的畜生，又来抱怨了！俗话说得好，长安虽然好，也不是长久居住的地方。等我们有幸拜见佛祖，取回真经， then we will return to the Great Tang and present our offerings to the king. Let the food in the imperial kitchen nourish you for years to come， until you become a fat hog and a full-bellied ghost！”,三藏骂道：“泼孽畜，又来报怨了！常言道，长安虽好，不是久恋之家。待我们有缘拜了佛祖，取得真经，那时回转大唐，奏过主公，将那御厨里饭，凭你吃上几年，胀死你这孽畜，教你做个饱鬼！”
猴王说：“金星老儿真是个狡猾的家伙！既然请我来了，怎么会让人们拿起刀枪，挡住道路呢？”,猴王道：“这个金星老儿，乃奸诈之徒！既请老孙，如何教人动刀动枪，阻塞门路？”
八戒说：“这八百八味药，每味三斤，一共是二千四百二十四斤，只够治疗一个人，够不够？”,”八戒道：“终不然，这八百八味药，每味三斤，共计二千四百二十四斤，只医一人，能用多少？
这行者扶着唐僧站在白玉阶前，挺直身体不动。阶下的官员们个个都感到害怕，说：“这和尚实在太愚蠢了！怎么见到国王却不跪拜，也不说吉祥话？连唱个诺都没有，真是胆大妄为！”,这行者引唐僧站立在白玉阶前，挺身不动，那阶下众官，无不悚惧，道：“这和尚十分愚浊！怎么见我王便不下拜，亦不开言呼祝？喏也不唱一个，好大胆无礼！”
关于妖怪的起源，行者详细讲述了先请祖师龟、蛇，然后请大圣借太子，最后弥勒收降的整个过程。,问及妖怪原由，行者把先请祖师龟、蛇，后请大圣借太子，并弥勒收降之事，细陈了一遍。
行者笑着说：“师父不行，如果我们先向他行礼，那就不明智了。让我先进去，我有办法。如果他有话要说，我来回答。如果我要鞠躬，你们也跟着我鞠躬；如果我要蹲下，你们也跟着我蹲下。”,行者笑道：“师父不济，若是对他行礼，诚为不智。你且让我先走到里边，自有处置。等他若有言语，让我对答。我若拜，你们也拜；我若蹲，你们也蹲。”
三藏泪流满面，说：“这么困难，怎么办？”,三藏满眼垂泪道：“似此艰难，怎生是好？”
沙和尚笑着对哥说：“俗话说得好：三年不回家，就算是亲人也不亲了。你已经和他分别了五六百年，又没有互相对饮一杯酒，没有送过礼物给他，怎么能和他亲密呢？”,沙和尚笑道：“哥啊，常言道：三年不上门，当亲也不亲哩。你与他相别五六百年，又不曾往还杯酒，又没有个节礼相邀，他那里与你认甚么亲耶？”
"""仙女问道：'大圣在哪里呢？'""",仙女道：“大圣何在？”
猪八戒展现了自己的活力，让沙和尚挑着担子，自己则双手举起钯，朝着马匹赶去。,猪八戒卖弄精神，教沙和尚挑着担子，他双手举钯，上前赶马。
大圣支撑不住，被他的钩钩住脚，扯住踵部，连井索一起跌入井中。,大圣一只手撑持不得，又被他一钩钩着脚，扯了个躘踵，连井索通跌下井去了。
那女子连连答应：“长老，我这青罐里装的是香米饭，绿瓶里装的是炒面筋，我只是来这里，因为我想斋僧还愿。”,那女子连声答应道：“长老，我这青罐里是香米饭，绿瓶里是炒面筋，特来此处无他故，因还誓愿要斋僧。”
果然，这座是贝阙仙宫，里面的瑶池琼阁让人目不转睛。,果然是贝阙仙宫，看不尽瑶池琼阁。
八戒说道：“师父，请您下马，在这里稍等一下，我这就去找老猎手来。”,八戒道：“师父请下马，在此等老猎去寻。”
三藏问道：“为什么会在这片大地上一片荒凉，雪花飘飘呢？这四时的变迁究竟有何意义？”,三藏道：“既分四时，怎么如今就有这般大雪，这般寒冷？”
大圣听到这话，勃然大怒，厉声问道：“洞里有人吗？”,”大圣闻此言，更十分恼怒道“洞中有甚么人执事？
三藏匆忙还礼，扶起众人，转身责备行者：“你这猴子，又来折腾我！”,三藏急还礼，扶起众人，回头埋怨行者道：“你这猴头，又是撮弄我也！”
鸡鸣时分，唤来随从，惊动寺中僧人，整理茶水供品。用完斋饭，离开边界。,及鸡方鸣，随唤从者，却又惊动寺僧，整治茶汤斋供。斋罢，出离边界。
老渔夫轻轻地将筏子撑开，轻声说道：“不要钱，不要钱。”,老渔把筏子一篙撑开道：“不要钱，不要钱。”
教人赶紧准备酒席，消除大王的不悦。,教：“小的们！快办酒来，与大王释闷。”
在这年九月初三日，选择了一个黄道吉日，开始了一场水陆大会，持续了四十九天。,选到本年九月初三日，黄道良辰，开启做七七四十九日水陆大会。
师父，我们可以进食了。,师父，有吃的了。
一路棒棒，冲破幽冥界！,一路棒，打出幽冥界。
三藏醒来后说：“悟空，你为什么没有早点告诉我那是菩萨？”,三藏起来道：“悟空，你既认得是菩萨，何不早说？”
"""三藏下来感谢，然后坐下来。伯钦另外准备了一桌宴席，摆放着没有调料的老虎肉、香獐肉、蟒蛇肉、狐狸肉、兔肉，还有鹿肉干巴，满满一盘一盆的，陪着三藏享用素斋。三藏刚坐下，准备拿起筷子，却见三藏合掌诵经，吓得伯钦不敢动筷子，急忙站起来站在一旁。三藏念了几句经文，然后说：“请用餐。”伯钦说：“你是个念短头经的和尚？""",”三藏下来谢了，方才上坐。那伯钦另设一处，铺排些没盐没酱的老虎肉、香獐肉、蟒蛇肉、狐狸肉、兔肉，点剁鹿肉干巴，满盘满碗的，陪着三藏吃斋。方坐下，心欲举著，只见三藏合掌诵经，唬得个伯钦不敢动著，急起身立在旁边。三藏念不数句，却教“请斋”。伯钦道：“你是个念短头经的和尚？
三藏焦急地流着泪，陈老道安慰道：“老爷请放心，就算雪深，也不要太过忧虑。我舍下还有几石粮食，足够供养您们半生了。”,三藏心焦垂泪，陈老道：“老爷放心，莫见雪深忧虑。我舍下颇有几石粮食，供养得老爷们半生。”
驮着他，身上散发着臭味的水淋湿了我的衣服，没有人帮我清洗。,驮着他，腌脏臭水淋将下来，污了衣服，没人与我浆洗。
这位法师战战兢兢地偷看上面的魔王，只见他面目狰狞，威风凛凛，令人胆寒。,这法师战战兢兢的，偷眼观看，上面坐的那魔王，十分凶恶，真个是：雄威身凛凛，猛气貌堂堂。
行者告诉三藏，然后山神和土地也来了，把之前的事告诉了三藏。, 行者见说，唤山神土地同来见了三藏，具言前事。
三藏听后，只能放松心情继续前行，来到谷口，快马登上崖顶，抬头凝视着周围的山脉，景色优美：山峰险峻，山势险要。,三藏闻言，只得放怀前进，到于谷口，促马登崖，抬头观看，好山：嵯峨矗矗，峦削巍巍。
这一手挥舞有力，那一次转身回来。,那一个张牙舞爪，这一个转步回身。
沙僧知道他们在耍弄他，只好敷衍地说道：“你们去的时候，记得多买点，吃个饱回来。”,”沙僧也知是耍呆子，只得顺口应承道：“你们去，须是多买些，吃饱了来。
突然睁开眼睛说道：“天已经亮了。”,忽睁眼道：“天亮了。”
在一夜之间，词牌悄然消失，只听耳边鸡鸣三声。,一夜无词，不觉的鸡声三唱。
哥哥，别让兄弟们和睦的关系破裂，让我把东西驮过来吧。,哥哥，不要失了兄弟们和气，等我驮上来罢。
那怪毫不理会，只是挥舞着武器。,那怪更不答应，只是舞枪。
宁戚鞭牛胜过周瑜在赤壁之战。,说甚么宁戚鞭牛，胜强似周郎赤壁。
三太子和悟空各自展示出强大的神力，激烈对抗了三十回合。,三太子与悟空各骋神威，斗了个三十回合。
这江流思行者真是命苦，遇到困难的神僧想悟能。他喊道：“徒弟啊，不知道你在哪座山捉怪，在哪里降妖，我被魔头捉住了，受到毒害，什么时候才能再见到你？太苦了！如果你们早点来，或许还能救我；但如果太迟了，就无法保住了！”,这的是苦命江流思行者，遇难神僧想悟能，道声：“徒弟啊！不知你在那山擒怪，何处降妖，我却被魔头拿来，遭此毒害，几时再得相见？好苦啊！你们若早些儿来，还救得我命；若十分迟了，断然不能保矣！”
行者问：“金圣宫为什么不在宫里？”,行者道：“金圣宫因何不在宫中？”
再次变成这种形态，却无能为力。,又变作这等身躯，却怎奈何？
说落下云头：“师父！”,落下云头叫道：“师父！”
女官报告：“我担心唐朝的御弟和高徒平时只吃素食，所以准备了一些荤素搭配的菜肴。”,”女官奏道：“臣恐唐朝御弟与高徒等平素吃斋，故有荤素两样。
看到铁牛在耕地，总能找到金钱在生长。,每见铁牛耕，常有金钱种。
"""那呆子说着：“对不起，对不起！""",”那呆子还侮着嘴道：“恕罪恕罪！
修炼邪魔退去，修持正法回来。,必须苦练邪魔退，定要修持正法还。
唐僧高兴地说道：“八戒和沙僧现在在哪里呢？”,唐僧喜道：“八戒沙僧如今在外边哩？”
官方立即追赶二星官。,二星官即时追袭。
行者行完礼，说：“我想见菩萨。”,行者作礼毕，道：“要见菩萨。”
他一见到行者，便大声喊道：“别想逃！还我的马来！”,行者见了他，大咤一声“休走！还我马来！”
金禅求正，出京畿；仗锡投西，涉翠微。,正是那：金禅求正出京畿，仗锡投西涉翠微。
他们俩不考虑亲情，一起改变表情，展示出各自的神奇能力，飞向云端，准备战斗：行者名声显赫，魔王实力强大。,他两个也不论亲情，一齐变脸，各使神通，跳在云端里，好杀：行者名声大，魔王手段强。
陛下，龙神已到，但国师法力不足，无法前来。,陛下，龙神俱在家，只是这国师法不灵，请他不来。
行者说：“不用说，每个兄弟都有自己的家。”,”行者道：“不消讲，兄弟们一家一个。
那师父抬起头，但没有回答。,那师父把头抬了一抬，又不曾答应得出。
行者沉默，接着问道：“既然有来有去，那你来了吗？”,行者不答，又问：“有来有去，你来了？”
兵兵扑扑的声响惊心动魄，威势十足地震慑鬼神。,只听兵兵扑扑惊天地，煞煞威威振鬼神。
他竟然认不出这是个妖怪。,分明是个妖怪，他却不能认得。
香气不绝的宝鸭，水清如磁瓶般清澈。两侧摆放着王维的画作，正上方高悬着鬼谷子的塑像。,宝鸭香无断，磁瓶水恁清。两边罗列王维画，座上高悬鬼谷形。
大圣身材高大，整理了一下虎皮裙子，抖了抖锦布直裰，然后走到众人面前，恭敬地问道：“诸位是干什么的？”,好大圣，束一束虎皮裙子，抖一抖锦布直裰，走近前，叉手当胸道：“列位是做甚么的？”
太宗展现了文武双全的才华，献上了香火，向佛祖金身致敬，也对罗汉表示了敬意。,太宗文武俱各拈香，拜了佛祖金身，参了罗汉。
大圣对他毫不在意，然后施展身外之法，从脑后拔了三根毫毛，吹一口仙气，喊道：“变！”,大圣见他不睬，又使个身外法，把脑后毫毛拔了三根，吹口仙气，叫“变！”
地面被墨水染黑，河流被灰尘覆盖。,滚滚一地墨，滔滔千里灰。
原来孙大圣的身体经过磨炼，难以化为凡物。那怪虽然也能飞天遁地，但只是施展法术而已，本质仍是凡胎。一旦进入宝贝之中，就能轻易被化解。,原来孙大圣是熬炼过的身体，急切化他不得，那怪虽也能腾云驾雾，不过是些法术，大端是凡胎未脱，到于宝贝里就化了。
三藏说：“胡说！他父母怀胎时承受了太多痛苦，刚出生还没满三天，怎么能把他当作水果呢？”,三藏道：“胡说！胡说！他那父母怀胎，不知受了多少苦楚，方生下未及三日，怎么就把他拿来当果子？”
牛王听到这话，立刻将女子抱住，说道：“美女，请告诉我，我有哪些不足之处，我会尽力改正，请你不要见怪。”,牛王闻说，将女子抱住道：“美人，我有那些不是处，你且慢慢说来，我与你陪礼。”
在枉死城中徘徊的鬼魂，前往灵山会上寻求经卷。,枉死城中度鬼魂，灵山会上求经卷。
他在半空中不停地飞翔，一日不曾停歇。终于，在朝阳升起时，他远远地望见了祖师仙境，轻轻地降落在云层中，驻足观望，那是个绝佳的地点：位于东南巨镇，耸立着中天神岳。,他在半空里无停止，不一日，早望见祖师仙境，轻轻按落云头，定睛观看，好去处：巨镇东南，中天神岳。
