input,output
"智深睁开眼睛说：""酒馆不免费你的！关我什么事？""","智深睁起眼道：""酒家又不白你的！管俺怎地？"""
在宋江享用宴席的时候，他突然陷入了沉思，心中默念着卢员外的名字，想到石秀在北京的困境，不禁流下了眼泪。,宋江正饮宴间，默然想起卢员外，石秀陷在北京，潸然泪下。
琼英看到他接住了石子，心里感到非常惊讶，然后又扔出了第二个石子。,琼英见他接了石子，心下十分惊异，再取第二个石子飞来。
小行者回来后，时迁展示了他的飞檐走壁、跳篱骗马的本领，轻松地爬过了这些石壁。,小行者自回，时迁却把飞檐走壁、跳篱骗马的本事出来，这些石壁，拈指爬过去了。
柴进看到这种情况，便下令宫苑被烧毁，让所有人自由逃生。,柴进见了，就连宫苑烧化，以下细人，放其各自逃生。
宋江阵中两位将士一同出战，吕方迎住白钦交锋，郭盛与景德对峙，各自展开激烈对抗，展开激烈的对决。,这里宋江阵中二将齐出，吕方便迎住白钦交战，郭盛便与景德相持，四下里分头杀，敌对死战。
李逵说：“我就是真正的黑旋风，以后别想毁坏我的名声！”,"李逵道：""只我便是真黑旋风；你从今已后休要坏了俺的名目！"""
宋江说：“军师说得最对！”,"宋江道：""军师之言最当！"""
这群人打算在六月十五日庆祝生日，只能在路上前行。,这一行人要取六月十五日生辰，只得路上行。
那个人的名字是乔冽。,那人姓乔，单名个冽字。
"船头上有一个渔夫，他拿着一根竹篙，将船靠岸。他盯着王庆，从头顶到脚底，然后说道：""真是开心，又有酒了。上船吧，上船！""","船头上渔人，向船傍拿根竹篙撑船拢岸，定睛把王庆从头上直看至脚下，便道：""快活，又有酒东西了。上船上船！"""
宋江救下那位妇女后，在山寨停留了五七天。他心中想着投奔花知寨，于是下山作别。,且说宋江自救了那妇人下山，又在山寨中住了五七日，思量要来投奔花知寨，当时作别要下山。
董平想要展现自己的勇猛，骑马飞奔而来。,董平要逞骁勇，拍马赶来。
这是东京内府的高手匠制作而成的，里面镶嵌七宝珍珠，中间挂着碗红纱灯笼，就像圣帝殿正中的灯笼一样。只有内府降下来，民间是无法制作的。,乃是东京内府高手匠做成的，浑是七宝珍珠嵌造，中间点著碗红纱灯笼，乃是圣帝殿上正中挂的；不是内府降来，民间如何做得？
"宿太尉听后很高兴地说：""将军等真是忠诚，愿意为国家效力，我一定会支持。""","宿太尉听了大喜道：""将军等如此忠义，肯替国家出力，宿某当一力保奏。"""
"明天张世开叫王庆去点视厅，说：""你买的角弓很好。""","明日张世开又唤王庆到点视厅上说道：""你却干得事来，昨日买的角弓甚好。"""
在融和的初报中，瑞霭霁色初临皇都，春天早早到来。,融和初报，乍瑞霭霁色，皇都春早。
他就是本县的雷电之神。,这个是本县雷都头。
当走到未牌时，估计已经走了七八十里路。突然听到前面一声哨响，山城坡下涌现出一群好汉，大约有四五十人。,看看走到未牌时候，约莫也走过了七八十里路，只见前面一声忽哨响，山城坡下跳出一夥好汉，约有四五十人。
卢先锋的军队离昱岭关很近，当天先派史进、石秀、陈达、杨春、李忠、薛永六名将领带领三千步兵去侦查。,且说卢先锋军马将次近昱岭关前，当日先差史进、石秀、陈达、杨春、李忠、薛永六员将校，带领三千步军，前去出哨。
牛二爬爬起来，钻进杨志怀里。,牛二爬将起来，钻入杨志怀里。
在火炮的轰击下，縻被摧毁，贼兵大量死亡，许多人焦头烂额。,縻被火炮击死，贼兵击死大半，焦头烂额者无数。
那个男人说：“你拿的真的是吗？别骗人了。”,那汉道：“你端的是不是？不要说慌。”
穆弘当日命令仆人宰了一头黄牛，杀了十多个猪羊，鸡鹅鱼鸭，准备了丰盛的宴席，招待各位头领。,当日穆弘叫庄客宰了一头黄牛，杀了十数个猪羊，鸡鹅鱼鸭，珍肴异馔，排下筵席，管待众头领。
阎婆惜心想：“你不理我，以为我就像平时一样陪你说话，逗你笑！但现在我不想了！”,"阎婆惜自想道：""你不来睬我，指望老娘一似闲常时来陪你话，相伴你要笑！我如今却不要！"""
宋江看完信后，看向吴用，脸上露出愤怒之情，拿起信骂道：“杀了我哥哥，我不会放过你！我会彻底毁灭村庄！”,宋江看罢来书，目顾吴用，满面大怒，扯书骂道：“杀吾兄长，焉肯干休！只待洗荡村坊是吾本愿！”
命令水军头目完成任务，让船只启航回东京驻扎，听从调遣。,一面赏劳水军头目已了，著令乘驾船只，从水路先回东京驻扎听调。
吴用询问李都管：你的车和货物都准备好了吗？,吴用便问李都管：你的车仗货物都有麽？
李逵突然出现在宋江身后，手持双斧，大声喊道：“陛下，陛下！您怎能听信四个贼臣的挑拨，让我们无辜受害？现在我们终于见到了您，正是报仇的好时机！”,"忽见宋江背后转过李逵，手双斧，厉声高叫道：""皇帝，皇帝！你怎地听信四个贼臣挑拨，屈坏了我们性命？今日既见，正好报仇！"""
"宿太尉问道：""将军有什么事，需要换衣前来？""","宿太尉道：""将军何事，更衣而来？"""
一丈青快速回马，朝本阵方向迅速移动。,一丈青回马望本阵便走。
三人走进房间，与刘唐、三阮相遇。,三个人入到里面，就与刘唐，三阮，都相见了。
戴宗匆忙阻止，与他交谈，说：老人家不要和他争吵。,戴宗慌忙喝住，与他陪话，道：老丈休和他一般见识。
在城外三十里，与宋江对抗。,离城三十里外，与宋江对敌。
那位王庆是东京赌徒，他相信盆口是真的，善于躲闪和打浪，又狡猾奸诈，喜欢作弊。那些给他放钱的人会悄悄地从那边桌旁走过，而那些挨着他的人则会说王庆掷得很凶，然后收起钱，只是替那汉子拈头。,那王庆是东京积赌惯家，他信得盆口真，又会躲闪打浪，又狡猾奸诈，下主作弊；那放囊的，乘闹里踅过那边桌上去了，那挨下来的，说王庆掷得凶，收了主，只替那汉拈头儿。
"吴用说：""听说山寨里的晁头领很多次听到哥哥第一次进攻不顺利，所以派我和五个头领来帮忙。最近战况如何？""","吴用道；""山寨里晁头领多听得哥哥先次进兵不利，特地使将吴用并五个头领来助战，不知近日胜败如何？"""
那位女士说：“不用受罪。”,"那妇人便道：""不消生受得。"""
听说汝宁州来了个名叫「双鞭」呼延灼的将领，率领军队前来决战，大家开始讨论起应对之策。,听知报道汝宁州「双鞭」呼延灼引著军马到来征战，众皆商议迎敌之策。
武松躺在灵床前，铺上条席子准备入睡。,武松把条席子就灵床前睡。
裴宣站起来，手持剑舞动起来，为酒宴助兴。,裴宣起身舞剑助酒。
两船上的勇士和牌手两百多人一同上岸，随即点燃了火。,船里众好汉，并牌手二百余人，一齐上岸，便放起火来。
梁中书迅速奔向南门，毫不犹豫地拼死夺路逃走。,梁中书迳奔南门，舍命夺路而走。
鲁智深沉默，无话可说。,鲁智深默然无言。
黄信大声喊道：“等一下！我们一起展开阵势。”,"黄信喝道：""且住！都与我摆开。"""
离开济州城不远，只需要走十里多路，戴宗说道：“请三位先生稍等，我不敢催促；我先去通知众上户来迎接您二位。”,"离了济州城里，行不过十里多路，戴宗道：""三位先生慢来，不敢催逼；小可先去报知众上户来接二位。"""
高太尉听到这个消息，立刻意识到是有人杀害了他的兄弟高廉。第二天的清晨五更，他坐在待漏院中，焦急地等待着景阳钟声的响起。,高太尉听了，知道杀死他兄弟高廉，次日五更，在待漏院中，专等景阳钟响。
抵达门口后踏上岸，将船缆在桩上，取走酒肉，四人一同前往后面坐下，然后点燃灯。,到得门前上了岸，把船仍旧缆在桩上，取了酒肉，四人一齐都到后面坐地，便叫点起灯来。
解让白玉飞满天空，让大地变成黄金。,解使满空飞白玉，能令大地作黄金。
湖过去后，接走了船只，包括李逵等人在内的其他人全部抵达了榆柳庄。,三个先过湖去，却把船只接取李逵等一干人，都到榆柳庄上。
曹正和杨志紧紧地跟随在鲁智深身旁，下台阶。,曹正，杨志，紧紧地帮着鲁智深到阶下。
在背后，一丈青紧追不舍，八匹马蹄翻飞，仿佛是一场激烈的赛跑，最终向着深村的方向飞奔而来。,背后一丈青紧追着，八个马蹄翻盏撒相似，赶投深村处来。
那个人完全不理会，也不打招呼。,那人全不睬着，也不还礼。
如今是桃花山，李忠、周通受到青州官军的围攻，来找我山寨帮忙。,今为桃花山，李忠，周通，被青州官军攻击得紧，来我山寨求救。
大虫没有再次伤害：一是怕伤口疼，二是担心伤害他的气势。,那大虫不曾再掀再剪：一者护那疼痛，二者伤着他那气。
那两个公人深知武松是个勇敢的人，一路上都恭敬地侍奉他，不敢有任何怠慢。,那两个公人知道武松是个好汉，一路只是小心伏侍他，不敢轻慢他些个。
道童，请拿三个手帕来，真人有召。,真人唤道童取三个手帕来。
潜藏在二更左侧的地面，一名哨兵悄无声息地现身，马摘下鸾铃，人们穿上柔软的战袍，径直进入宋江的中军营地；看到周围没有敌人，他们迅速夺取空寨，发出警报，转身迅速逃离。,二更左侧潜地出哨，马摘鸾铃，人披软战，直到宋江中军寨内；见四下无人，劫著空寨，急叫中计，转身便走。
宋江和其他梁山泊头目商议后说道：“我觉得高俅这次出行的真实性有待验证。”,且说梁山泊众头目商议，宋江道：“我看高俅此去，未知真实。”
戴宗从怀里掏出几个炊饼，开始独自享用。,戴宗怀里摸出几个炊饼来自吃。
为何不追上他呢？,何不我们追赶他去？
打开了好酒，拿出很多酒瓶，都摆放在桌面上，邀请大家坐下享用。,尽把好酒开了，有的是按酒，都摆列了面，请众人坐地。
宋江和吴用、公孙胜等人在路上无话可说，一回到梁山泊的忠义堂上，就坐了下来。,宋江与吴用，公孙胜等，於路无话，回到梁山泊忠义堂上坐下。
这壶美酒是自己酿的，水泊里的莲藕和鲜鱼都很新鲜，山南树上的桃、杏、梅、李、枇杷、山枣和柿子、栗子等水果都是自己种植的，还有自养的鸡、猪、鹅和鸭等禽畜，就不一一细说了。,自酝的好酒，水泊里出的新鲜莲，藕并鲜鱼，山南树上自有时新的桃，杏，梅，李，枇杷，山枣，柿，栗，之类，自养的鸡，猪，鹅，鸭，等品物，不必细说。
花荣、秦明、吕方、郭盛四骑马登上山顶观望，只见敌军络绎不绝地朝他们走来。,差花荣，秦明，吕方，郭盛骑马上山顶望时，只见垓垓攘攘，番军人马，盖地而来。
庄门打开，五六十骑马冲出。,只见庄门开处，拥出五六十骑马来。
在平生中，我只能在水边挥舞着棍棒，四处投师学习，却从未得到传授。如今只能在江边卖酒为生。,平生只好赴水使棒，多曾投师，不得传受，权在江边卖酒度日。
褚亨看到两人上了城，对抗了十几招，最终被解宝的一刀搠倒在地，解珍迅速跟上，一刀砍下了他的头。,褚亨见二人上城，挺来礩了十数合，被解宝一朴刀搠翻，解珍赶上，剁下头来。
方腊看到报告，非常高兴。,方腊见奏，不胜之喜。
林冲认出来，竟然是上级高太尉，他拿了刀走向前，恭敬地行了个礼。,林冲看时，不是别人，却是本管高太尉，林冲见了，执刀向前声喏。
徐宁率领三千军队，挡住了北军的去路。,再说徐宁领兵三千，拦住北军去路。
公孙胜说：放松心情住一晚，第二天早点出发。,公孙胜道：且宽心住一宵，明日早去。
宋江听到这消息，非常高兴：“如果皇甫端愿意来聚会，我会感到非常开心。”,宋江闻言，大喜：“若是皇甫端宜去相聚，大称心怀。”
戴宗拿回了太尉的回信。,戴宗将宿太尉回书呈上。
第二天，史进、朱武、陈达、杨春四人各自拿出自己的钱财举办了一场盛大的宴席，向晁宋二人表示感谢。,次日，史进、朱武、陈达、杨春，各以己财做筵宴，拜谢晁，宋二公。
无法下山去救他。,如何不下山去救他。
那縻用斧头迎击。,那縻也轮斧来迎。
待诏说道：“小人这里有一些好铁。不知道师父需要多少重的手杖和戒刀？请尽管交代。”,"待诏道：""小人这里正有些好铁。不知师父要打多少重的禅杖，戒刀？但凭分付。"""
宋江生病了，不能喝酒吃肉。,只见宋江暴病可，不得酒肉。
林冲看了一眼，心中暗自感叹：“真是惭愧啊！”,"林冲看时，叫声""惭愧！"""
戴宗说：“这样最好！只是担心兄弟的心意难以束缚。”,戴宗道：“如此最好！只恐兄弟心猿意马，拴缚不定。”
史进走进去，转过身来，手持朴刀，向下猛刺。,史进踏入去，掉转朴刀，望下面只顾肐肢肐察的搠。
穿过石桥和松林小径，青衣用手指着：“看到辽兵了吗？就该你们进攻了！”,才过石桥松径，青衣用手指道：“辽兵在那里，汝当破之！”
"那个人说：""就是昨天都头初来的时候，在厅上站着的那个人，戴着白手帕包头，右手还缠着那个人就是小管营。""","那个人道：""便是前日都头初来时厅上立的那个白手帕包头、络着右手那人便是小管营。"""
武大道询问：“怎么样？”,"武大道：""如何？"""
"在黄旗的后面，有一座炮架，上面站着炮手凌振，手持着 ""轰天雷""，还有二十多个副手围绕着炮架。","那黄旗后，便是一丛炮架，立着那个炮手""轰天雷""凌振，引着副手二十余人，围绕着炮架。"
张旺说：快来船。,张旺道：要趁船，快来！
"姚二郎说：""这位胡正卿写得很不错。""","姚二郎便道：""此位胡正卿极写得好。"""
那就买些来尝尝吧。,买些来吃也好。
武松说：“嫂嫂，你自己照顾自己吧。”,"武松道：""嫂嫂请自便。"""
"老和尚说：""你是从活佛那里来的，我们应该供养你；但我的寺庙里僧人分散，没有食物。我和其他僧人已经三天没吃东西了！""","老和尚道：""你是活佛去处来的，我们合当斋你；争奈我寺中僧众走散，并无一粒斋粮。老僧等端的饿了三日！"""
"""一丈青""舞动着双刀，率领着六位首领顾大嫂，冲入战斗中，与天寿公主对抗。",只见“一丈青”舞起双刀，纵马引著顾大嫂等六员头领，杀入帐来，正与天寿公主交锋。
吴学究说：那个阵里挂着皂旗的人就是用神师计的军法。,吴学究道：那阵内皂旗便是使神师计的军法。
李俊立即赶赴府衙，向宋先锋致敬。宋江赞叹道：“贤弟，你的功劳实在是巨大。”,"当下李俊入府，参见了宋先锋，宋江称赞道：""贤弟这个功劳不小。"""
"晁盖感激地说：""真的很感谢。""","晁盖称谢道：""深感厚意。"""
说完这番话，拿起水火棍，看着卢员外说道：我们并非故意得罪您，只是我家主人有命令我们在路上解决您。,说罢，起水火棍，看著卢员外道：你休怪我两个：你家主管教我们路上结果你。
这就是计谋惊人，计划成功震惊鬼神。,正是计就惊天地，谋成破鬼神。
童贯在山坡下勒住马匹，犹豫不决。,童贯在山坡下勒住马，观之不定。
杨雄说：“既然有了路，我去弄点钱就出发。”,"杨雄道：""既有这条门路，我去收拾了些盘缠便走。"""
在高唐州边界上，宋公明哥哥的日子仿佛漫长无边；如今请哥哥出发，展现始终如一的大义之举。,宋公明哥哥在高唐州界上度日如年；请哥哥便可行程，以见始终成全大义之美。
绿靴上抹着，宝镫斜踏着，丝鞭上的金□跟着摇摆不定。,抹绿靴斜踏宝镫，描金□随定丝鞭。
吴用劝说道：“兄长不要着急，再想想办法，过岭也不算太迟。”,"吴用谏道：""兄长未可急性，且再寻思计策，度岭未迟。"""
关胜与呼延灼商讨：夜晚虽然有计划，但今日必须先取得这一名将的胜利。,关胜与呼延灼商议：晚间虽有此计，今日不可不先赢此将。
随后，他们又攻打了无为军，洗劫了黄通判的家。,后又烧了无为军，劫掠黄通判家。
在中央的秦明看到两边冲杀过来，立即指挥自己的红旗军马加入战斗，共同冲入敌阵，目的是抓住童贯。,中央秦明见了两边冲杀过去，也招动本队红旗军马，一齐抢入阵中，来捉童贯。
"西门庆问：""乾娘，你认为夫妻之间是长还是短？""","西门庆道：""乾娘，你且说如何是长做夫妻，短做夫妻？"""
这个地方现在是属于大名府浚县的地方。,今属大名府浚县地方。
薛霸举起棍子，突然听到一声雷鸣般的响声，一条铁禅杖飞来，将水火棍隔开，飞向九霄云外。随后，一个胖大和尚从松树背后跳出来，大声喝道：“我已经听你很久了！”,"说时迟，那时快；薛霸的棍恰举起来，只见松树背后，雷鸣也似一声，那条铁禅杖飞将来，把这水火棍一隔，丢去九霄云外，跳出一个胖大和尚来，喝道：""洒家在林子里听你多时！"""
在淮西地区，百姓遭受王庆的残酷统治，仅留下一些兵饷，根据家庭情况分发，以救济贫困民众。,淮西百姓，遭王庆暴虐，惟留兵饷若干，计户给散，以赡穷民。
喝完酒，杨太尉过来和童贯碰杯：“枢相平时喜欢读兵书，对策略了如指掌，对付这伙敌人轻而易举；但那伙敌人躲在水泊里，地形对我们不利，枢相去了会有好办法。”,各饮罢酒，杨太尉也来执盏与童贯道：“枢相素读兵书，深知韬略，剿擒此寇，易如反掌；争奈此贼潜伏水泊，地利未便，枢相到彼，必有良策。”
在马上感激不尽的是两个人，当他们来到芒砀山下时，山下的一个小喽罗看到他们后大吃一惊，然后接他们上山寨。,两个於路，在马上感恩不尽；来到芒砀山下，小喽罗见了大惊，接上山寨。
扈成表示感谢后离开。,扈成拜谢了去。
王文听到这番话勃然大怒，毫不客气地怒斥道：“竟然敢诋毁我，这些反国的贼寇岂能与我为敌！”,王文德听了大怒，骂道：“反国草寇，怎敢辱吾！”
朱仝挥动枪上的小号旗，岸下的花荣、秦明、徐宁、呼延灼引兵出阵，搭弓射箭，整齐地排列在河岸上。,朱仝把枪上小号旗只一招动，岸下花荣、秦明、徐宁、呼延灼引出军马，一齐搭上弓箭，都到河，摆列在岸上。
就让棒盖慢慢靠近。,便使棒盖将入来。
吴用口哼着歌谣：卢花滩上有艘小舟，黄昏时分，独行侠在船中游荡。,吴用口歌四句道：卢花滩上有扁舟，俊杰黄昏独自游。
让我留在这里住一段时间吧！,你饶我住一住！
在战场上，两人毫不废话，一个手持戟猛烈刺击，另一个手持枪迎面迎敌。,两个在阵前，更不打话，一个使戟去搠，一个用枪来迎。
黄信勃然大怒，怒斥道：“大胆强贼，竟敢如此无理！”,"黄信大怒，骂道：""强贼怎敢如此无礼！"""
"宋江说：""你别管了。放心吧，我会处理的。送给他也不一定想要，他也不一定不敢不要。""","宋江道：""兄长由他。但请放心，小可自有措置。敢是送些与他，也不见得；他有个不敢要我的，也不见得。"""
那山泉石美丽，宋江在马上远眺山景，仰望天空，看到几行鸟儿乱飞，高低错落，发出惊鸣声。,那山泉石佳丽，宋江在马上遥看山景，仰观天上，见空中数行塞，不依次序，高低乱飞，都有惊鸣之意。
"小厮说：""酒不多了，再切点肉。""","那小厮又道：""酒便不要添了，肉再切几块来。"""
袁评事登上船，解珍、解宝和几名艄公跟随在后面，来到城下，大声敲门。,袁评事上岸，解珍、解宝和那数个艄公跟着，直到城下叫门。
武松说：“难道只是说我没力气吗？如果这么说的话，昨天我看见天王堂前那块石墩有多重？”,"武松道：""只是道我没气力了？既是如此说时，我昨日看见天王堂前那块石墩约有多少斤重？"""
再走数十里，就能看到山棚上挂满了彩带。,再行不过数十里，又是结彩山棚。
穿过屏风，走到后院，却看不到太尉的身影，林冲停下脚步。,转入屏风，至后堂，又不见太尉，林冲又住了脚。
哭泣的声音如鬼魂哭泣，神灵也发出悲鸣。,悲悲鬼哭，衮衮神号。
李逵说：你只要叫他出来，我有办法认识他的脸！,李逵道：你只叫他出来，我自认得他鸟脸！
头上戴着朱红漆制的箕，身上穿着猩猩血染的征袍，桃红锁甲仿佛是鱼鳞般闪耀，骑着名为赤兔的龙驹冲锋在前。,头戴朱红漆箕，身披猩猩血染征袍，桃红锁甲现鱼鳞，冲阵龙驹名赤兔。
晁盖说：“先生，敢问尊姓大名？来自何方？”,"晁盖道：""不敢拜问先生高姓？贵乡何处？"""
何九叔说：“我只是一个普通人，有幸能和官人在一处坐。”,"何九叔道：""小人是何等之人，对官人一处坐地。"""
董平匆忙躲闪，一块石子擦过他的耳根，他便转身回去了。,董平急躲，那石子抹耳根上擦过去了，董平便回。
那少华山陈达率领人马迅速奔至山坡下，将小喽罗们纷纷散开。,那少华山陈达引了人马飞奔到山坡下，将小喽罗摆开。
在南军的阵列中，邢政勇猛地骑马挺身而出，身边环绕着六位统领官，分别守卫在两翼。,南军阵上，邢政挺出马，六个统制官，分在两下。
宋江说：“别着急，只要按照我的三个条件去做，就可以让你去取娘。”,"宋江道：""兄弟，你不要焦躁。既是要去取娘，只依我三件事，便放你去。"""
公孙胜和戴宗一起起身，李逵离开家，踏上前往二仙山的道路。,公孙胜便起身引了戴宗，李逵离了家里，取路上二仙山来。
"王婆说：""大人，来一碗'和合汤'怎么样？""","王婆道：""大官人，吃个'和合汤'如何？"""
王太守却前来相助，刘唐和杨雄手持水火棍，合力将他击倒在地，打得他脑浆迸流，眼珠突出，最终在街前身亡；虞侯押番则各自逃命，保住了一条性命。,王太守却好过来，刘唐，杨雄两条水火棍齐下，打得脑浆迸流，眼珠突出，死於街前；虞侯押番，各逃残生去了。
"众将纷纷入城休息，左右报告：""阮小七从江中上岸，已经进城了。""","众将都到城中歇下，左右报道：""阮小七从江里上岸，入城来了。"""
宋江的军队慢慢靠近了城墙，一排排地排列着。,宋江军马渐近城边，雁翅般排将来。
兀颜统军说：“这肯定是妖术。我不去军队，这家伙也会来的。如果我们打不过他，我就自杀！谁能当先锋带领军队？我随后跟上。”,兀颜统军道：“恁的必是妖术。吾不起军，这厮也来。若不取胜，吾当自刎！谁敢与吾作前部先锋，引兵前去？俺驱大队，随後便来。”
宋江说：“没问题，这件事很容易。”,"宋江道：""不妨，这事容易。"""
宋江说：“不要吵闹，刘太公还活着，庄客们都在。我们一起去面对。如果对峙升级，就让你砍我的脖子；如果对峙没有升级，你这个人没有礼貌，有什么罪过？”,宋江道：“你且不要闹嚷，那刘太公不死，庄客都在，俺们同去面对。若还对翻了，就那里舒著脖子，受你板斧；如若对不翻，你这厮没上下，当得何罪？”
唯有他一人传授这钩镰枪法。,会使这钩镰枪法，只有他一个教头。
其母接着说道：“孩子啊，你要悄悄离开，只怕门前的那两个牌军是殿帅府派来服侍你的，如果他们知道了，就逃不掉了。”,"其母又道：""我儿，和你要私走，只恐门前两个牌军，是殿帅府拨来伏侍你的，若他得知，须走不脱。"""
我这样说完后就玩了起来。,我自这般说一声儿耍。
"鲁提辖问：""你叫什么名字？你在哪家客店住？镇关西郑大官人在哪里住？""","鲁提辖又问道：""你姓甚么？在那个客店里歇？那个镇关西郑大官人在那里住？"""
"那两个强盗看到他很凶，走过去看他，上位的强盗说：""别动手！""","那两个好汉见他来得凶，走近前来看了，上首的那个便叫道：""且不要动手！"""
"指向宋江的牌头说：""就是他。""","牌头指着宋江道：""这个便是。"""
萧让和金大坚负责处理所有宾客的信件和公文。,萧让、金大坚掌管一应宾客书信公文。
尽管车后有骑兵，却无法上前动手。,车后虽有骑兵，不能上前用武。
那位女士泪眼朦胧地说道：“说完了！没想到丈夫心疼了，几天就结束了！抛弃我真是太痛苦了！”,"那妇人虚掩着泪眼道：""说不可尽！不想拙夫心疼症候，几日儿便休了！撇得奴好苦！"""
李忠道问：“你认识那个和尚吗？”,"李忠道：""兄弟，你认得这和尚么？"""
"酒保说道：""我的店里提供酒水和简餐，还有馒头和粉汤。""","酒保又道：""我这里卖酒饭；又有馒头，粉汤。"""
给我纸和笔，我就写。,乞纸笔来便写。
“只有我们两人知道。”,"""只可你知我知。"""
邬梨同意后，叶清向她汇报；她同意后，就给了马。,叶清来禀邬梨；邬梨依允，付与马。
李逵说：进入禁城有什么了不起的？,李逵道：禁城便怎地？
"宋江封好公文，带着何观察来到书案边，让左右挂上回避牌。他低声说：""这是济州府的公文，因为贼情紧急，所以派缉捕使臣何观察来这里传达文书。""","宋江将着实封公文，引着何观察，直至书案边，叫左右挂上回避牌；低声禀道：""奉济州府公文，为贼情紧急公务，特差缉捕使臣何观察到此下文书。"""
在夜晚，高廉点起三百名神兵，每个人都背着铁葫芦，里面装着硫磺焰硝、烟火药料。每个人都拿着刃和铁扫帚，田里还衔着芦哨。,是夜高廉困然点起三百神兵，背上各带铁葫芦，於内藏著硫磺焰硝，烟火药料；各人俱执刃，铁扫帚，田内都衔著芦哨。
阮小二说：“现在官司搞不清楚，一团糟！好像犯了很大的罪，却没事！我们兄弟不能开心，只要有人帮助我们，就离开吧。”,"阮小二道：""如今该管官司没甚分晓，一片糊涂！千万犯了迷天大罪的倒都没事！我兄弟们不能快活，若是但有肯带挈我们的，也去了罢。"""
朱武等人喘息停止后，急忙命令小喽罗宰牛宰马，庆祝胜利并举行宴会，这是再自然不过的事情。,喘息方定，朱武等忙叫小喽罗一面杀牛宰马，贺喜饮宴，不在话下。
李逵醒来后，对太公说：“昨晚我帮你抓了鬼，你为什么不感谢我？”,李逵睡到天明，跳将起来，对太公道：“昨夜与你捉了鬼，你如何不谢？”
在黎明时分，下一班小喽罗成功地将秦明捉到了山寨里。,当下一行小喽罗，捉秦明到山寨里，早是天明时候。
林冲站起来，向泰山和周围的邻居致敬，然后背起包裹，跟着公证人离开。,林冲起身谢了拜谢泰山并众邻舍，背了包裹，随着公人去了。
单廷功说：“现在朝廷昏庸，天下大乱，天子昏庸，奸臣掌权，我们投靠宋公明，在水泊避难；等奸臣退位，再回归正道，不算晚。”,单廷用好言说道：“如今朝廷不明，天下大乱，天子昏昧，奸臣弄权，我等归顺宋公明，且居水泊；久後奸臣退位，那时去邪归正，未为晚也。”
武松有些行李放在庄上。,武松有些行李包裹，寄在庄上。
当晚一直喝到醉倒为止，然后才在凉爽的夜晚中休息。,当晚直饮至尽醉方休，乘凉歇息。
"阎婆在厅下哭诉，哭泣着说道：""相公，人命关天！如果您不帮帮我，我只能去州里告状！只是我女儿死的太惨了！""","阎婆在厅下叫屈叫苦，哽哽咽咽地价哭告道：""相公！人命大如天！若不肯与老身做主时，只得去州里告状！只是我女儿死得甚苦！"""
第二天准备酒水和食物来招待。,次日又备酒食管待。
第二天，向皇帝汇报后，下令省院发布禁令，要求在各城门上张挂：“所有出征官员和将军必须在外围扎营，等待调遣；除非接到上级明确指示，否则不得擅自进入城市！如有违反，将根据军法处置。”,"次日，奏过天子，传旨教省院出禁约，于各城门上张挂：""但凡一应出征官员将军头目，许于城外下营屯扎，听候调遣；非奉上司明文呼唤，不许擅自入城！如违，定依军令拟罪施行。"""
张清命令解珍和解宝将绳索悬挂出城，迅速前往报告宋先锋。,张清令解珍，解宝，将绳索悬挂出城，星夜往报宋先锋知会去了。
宋江召来军师，商议完毕后，拿出一笔银两和缎疋，用来奖励前来人员，然后派人先送他们回济州。,宋江叫请军师商议定了，且取银两缎疋，赏赐来人，先发付回济州去了。
"杨雄说：""我去买香纸，雇轿子。你洗浴后，梳头插带等着。我也让迎儿一起去。""","杨雄道：""我去买香纸，雇轿子。你便洗浴了，梳头插带了等。我就叫迎儿也去走一遭。"""
店主说：“请不要胡乱猜想，师父，如果您不在这里吃了，请不要怪罪，请不要怪罪。”,"那店主人道：""胡乱不得，师父别处去吃，休怪，休怪。"""
林冲回到天王堂，停留了一晚。,林冲自回天王堂，过了一夜。
何涛听到消息后欢欣不已，立刻带领着兄弟何清前往州衙见太守。,何涛听了大喜，随即引了兄弟何清迳到州衙里见了太守。
那位妇女说：“大王啊，您可能不知道，清风寨现在已经有两个知寨了，一个文官一个武官。那位武官是知寨花荣，那位文官是侍儿的丈夫知寨刘高。”,那妇人道：“大王不知，这清风寨如今有两个知寨，一文一武。武官便是知寨花荣，文官便是侍儿的丈夫知寨刘高。”
女人也懂得忠诚和正义，男人怎么会有不明智的时候。,妇人尚且存忠义，何事男儿识见迷。
正在前进时，背后传来“豹子头”林冲的军队追赶而来，又是一阵激烈的交战。,正走间，背後“豹子头”林冲，引军赶来，又杀一阵。
天子吃了一惊，突然清醒过来，发现自己只是在梦中，浑身冷汗。,天子吃这一惊，撒然觉来，乃是南柯一梦，浑身冷汗。
夜幕降临时，王庆穿梭在蜿蜒曲折的小路上，直到找到一条宽敞的大道。,王庆当夜转过了三四条小路，方有条大路。
时迁看了看周围，发现没有人，然后给石秀一个眼色。石秀悄悄地拿出了他的佩刀。,时迁张望前后无人，对石秀丢个眼色，石秀暗地取出佩刀。
在北方的战阵中，倪麟手持刀剑，骑马飞奔，迅速接住了对手。,北阵里倪麟提刀跃马接住。
不久之后，宋江听到脚后跟传来婆惜冷笑的声音，心中感到烦躁，无法入眠。,半个更次，听得婆惜在脚后冷笑，宋江心里气闷，如何睡得着。
那两个骑兵是童贯军队中射箭最厉害的。,那两个马军是童贯军中第一惯射弓箭的。
