input,output
懿说：“虽然你这样说，但孔明很聪明。如果你能做一件了不起的事情，我会向天子推荐你，让你成为上将。”,懿曰：“虽然如此，孔明多谋，汝言难信。汝能为我干一件大功，吾那时奏准天子，保汝为上将。”
孔明询问是什么计谋，马谡回答道：“司马懿虽然是魏国的大臣，但曹睿一直对他心存怀疑。我们可以秘密派遣人前往洛阳、邺郡等地，散布谣言，说这个人想要造反；还可以伪造一份司马懿的告示，宣称要向天下昭示，张贴在各个角落。这样一来，曹睿必定会怀疑，最终会除掉这个人。”,孔明问是何计，马谡曰：“司马懿虽是魏国大臣，曹睿素怀疑忌。何不密遣人往洛阳、邺郡等处，布散流言，道此人欲反；更作司马懿告示天下榜文，遍贴诸处。使曹睿心疑，必然杀此人也。”
上人眉毛低垂，眼睛微合，仿佛已经入睡，对璝的问题没有做出任何回应。,璝又请问时，上人眉垂目合，恰似睡着的一般，并不答应。
第二天，姜维下令士兵运送粮食和武器到武城山，依次排列，准备建立营地，以备军队驻扎。,次日，姜维令军士运粮草车仗，至武城山，穿连排定，欲立起寨栅，以为屯兵之计。
王允下令吕布与皇甫嵩、李肃一起带领五万大军到郿坞抄查董卓的财产和人口。,王允又命吕布同皇甫嵩、李肃领兵五万，至郿坞抄籍董卓家产、人口。
两位将领交战不久，化作疑兵败退，迅速调转马头逃离，翟元紧随其后追杀，荆州军队退守二十里外。,二将战不多时，化诈败，拨马便走，翟元从后追杀，荆州兵退二十里。
操说：“赶往荆州休息也不算太晚。”,操曰：“赶到荆州将息未迟。”
在微亮的晨光中，黑云依然笼罩着大地，东南风依然强劲。,天色微明，黑云罩地，东南风尚不息。
杨松散布谣言说：“马超的军队返回，肯定有其他打算。”,杨松又流言曰：“马超回兵，必怀异心。”
洞主介绍：“往东南方向行进七百里，有一个国家，叫乌戈国。国主兀突骨身高丈二，不吃五谷，以生蛇恶兽为食；身上长着鳞甲，刀箭无法穿透。他们的士兵都穿着藤甲；藤甲在山涧和石壁上生长，国人采摘后浸泡在油中，半年后取出晒干；干燥后再浸泡十几遍，才能制成铠甲；穿上它，渡江不沉，经水不湿，刀箭都无法穿透：因此被称为藤甲军。现在大王可以去请求他们的帮助。如果得到他们的支援，就像用利刀轻易破竹一样擒住诸葛亮。”,带来洞主曰：“此去东南七百里，有一国，名乌戈国。国主兀突骨，身长丈二，不食五谷，以生蛇恶兽为饭；身有鳞甲，刀箭不能侵。其手下军士，俱穿藤甲；其藤生于山涧之中，盘于石壁之上；国人采取，浸于油中，半年方取出晒之；晒干复浸，凡十余遍，却才造成铠甲；穿在身上，渡江不沉，经水不湿，刀箭皆不能入：因此号为藤甲军。今大王可往求之。若得彼相助，擒诸葛亮如利刀破竹也。”
玄德带领着十多万百姓和三千多军队，缓慢地向前进发，朝着江陵出发。,却说玄德引十数万百姓、三千余军马，一程程挨着往江陵进发。
子丹虽然无胜术，但全凭仲达的良谋。,已见子丹无胜术，全凭仲达有良谋。
将来，三路兵追击。,背后三路兵追杀将来。
繇在战斗一开始就遭受惨重失败，被迫匆忙逃命。,不一合，繇大败奔走。
泽说：“我们不是为了功名和财富而来，而是遵从天意和民心。”,泽曰：“某等非为爵禄而来，实应天顺人耳。”
在建安十三年秋七月丙午日，决定出兵。,选定建安十三年秋七月丙午日出师。
害怕移动的超人，只能命令马儿回转。,超不敢动，乃勒马回。
送行的是馆陶令诸葛原，他即将调任新兴太守。,馆陶令诸葛原，迁新兴太守，辂往送行。
在话还没说完的时候，董荼那突然说道：“我愿意去。”,言未毕，董荼那出曰：“某愿往。”
在辕门处，两人操练着相互迎接。,操自出辕门相接。
数百名宗党成员被消灭，他们的三族也被灭绝。命令军队挖开孙峻的坟墓，侮辱他的尸体。,宗党死者数百人，灭其三族，命军士掘开孙峻坟墓，戮其尸首。
主簿王韬建议：“从前耿恭陷入困境，挖掘井水找到甜美的泉水。将军为何不借鉴这个方法？”,主簿王韬曰：“昔日耿恭受困，拜井而得甘泉。将军何不效之？”
诸葛瞻决定留在城中，当形势紧迫时，他下令彭和带着一封信前往东吴请求救援。,诸葛瞻在城中，见事势已迫，乃令彭和赍书杀出，往东吴求救。
高翔回来告诉孔明，魏军夺走了五六匹木牛和流马。,却说高翔回见孔明，说魏兵抢夺木牛流马各五六匹去了。
发怒，下令处决。,会大怒，叱令斩之。
严颜勃然大怒，怒斥道：“大胆之徒竟敢以下犯上！我乃严将军，岂会成为叛贼之人！来，让你的嘴巴告诉张飞吧！”,严颜大怒，骂：“匹夫怎敢无礼！吾严将军岂降贼者乎！借你口说与张飞！”
桓范走到浮桥边，懿坐在马上，用鞭子指着他说：“桓大夫为什么这么做？”,桓范至浮桥边，懿在马上以鞭指之曰：“桓大夫何故如此？”
来吧，迎接维入帐，庆祝一番吧！,会大喜，令人迎接维入帐。
回祥告诉孔明：“郝昭不等我说话，就先阻止了。”,祥回告孔明曰：“郝昭未等某开言，便先阻却。”
诸葛亮说：“我只守在县城。”,孔明曰：“我只坐守县城。”
在草堂前，关定领着他的两个儿子行礼。,关定领二子拜于草堂之前。
庞德率领军队迎击。,庞德亦引兵来迎。
在叩击户外的苍猿声中，献上成熟的果实；守在门前的老鹤，夜晚静静聆听经文。口袋里藏着古老的琴，墙壁上挂着七星宝剑。,叩户苍猿时献果，守门老鹤夜听经。囊里名琴藏古锦，壁间宝剑挂七星。
赵云却下令将船帆完全拉起，趁着顺风驶离。,赵云却教自己船上拽起满帆，乘顺风而去。
玄德询问他的姓名。,玄德问其姓名。
登上帐篷，仰望星空，发现西北方向一颗星星，像斗一样大，突然坠落地上。,出帐仰观天文，见西北一星，其大如斗，忽然坠地。
侍中太史令王立私下对宗正刘艾说：“我观察天文，去年春天太白星在斗牛星座与镇星相撞，然后经过天津，荧惑星又逆行，与太白星在天关相遇，金火交会，预示着会有新天子出现。我看大汉的气数即将终结，晋魏之地将会有人崛起。”,时侍中太史令王立私谓宗正刘艾曰：“吾仰观天文，自去春太白犯镇星于斗牛，过天津，荧惑又逆行，与太白会于天关，金火交会，必有新天子出。吾观大汉气数将终，晋魏之地，必有兴者。”
当到达荆州边界时，当天的黄昏已经降临。我们来到馆驿，看到门外有近百名侍立者，他们正在击鼓相迎。,来到荆州界首，是日天晚，前到馆驿，见驿门外百余人侍立，击鼓相接。
许靖说：“汉天子已经被曹丕杀害，王上不赶紧登基即位，出兵讨伐逆贼，就无法体现忠义。现在天下人都希望王上成为君主，为汉孝愍皇帝报仇。如果不同意我们的建议，就会失去民心。”,许靖奏曰：“今汉天子已被曹丕所弑，王上不即帝位，兴师讨逆，不得为忠义也。今天下无不欲王上为君，为孝愍皇帝雪恨。若不从臣等所议，是失民望矣。”
大怒说：“为主人担忧就是为臣尽责，为主人蒙羞就是为臣之死，怎能三心二意呢？”,经大怒曰：“主忧臣辱，主辱臣死，敢怀二心乎？”
德横刀迎战。,德横刀来迎。
卓勃然大怒，向李儒发出了质问。,卓怒，问李儒。
渐渐地，骑自行车的人纷纷散去。,从骑渐渐皆散。
命令将策命的尸体放置在市中心，以示对妖妄罪行的惩处。,策命将其尸号令于市，以正妖妄之罪。
刘焉发布招募义兵的告示。,刘焉然其说，随即出榜招募义兵。
第一个冲上去的人高喊：“我是东吴的甘兴霸！”,为首一将，大呼曰：“吾乃东吴甘兴霸也！”
下令抓捕张松全家，在集市上将他们斩首。,遂下令捉张松全家，尽斩于市。
亲率十五万大军，前往讨伐张绣。,一面起兵十五万，亲讨张绣。
祎建议：“丞相应该早点处理这个问题。”,祎曰：“丞相早宜区处。”
蔡瑁走出城外迎接，表现得非常谦虚谨慎。,蔡瑁出郭迎接，意甚谦谨。
太后私下对人说：“我和你出身普通，不像张让等人那样富有。现在蹇硕残忍无义，已经被处决，你为什么要听信别人说的话，想要全部消灭宦官呢？”,太后密谓曰：“我与汝出身寒微，非张让等，焉能享此富贵？今蹇硕不仁，既已伏诛，汝何听信人言，欲尽诛宦官耶？”
张辽从东巷出来，臧霸从西巷出来，两人合力夹击，猛烈地攻击。,东巷内转出张辽，西巷内转出臧霸，夹攻掩杀。
遇到了关兴和张苞。,路逢关兴、张苞。
郭恩等人哭泣着承认了罪行。,郭恩等涕泣伏罪。
让我们来探讨一下未知交战的情况吧，下一部分将详细阐述。,未知再来交战若何，且看下文分解。
众人纷纷下跪投降。,于是众军一齐拜降。
"""问：“丞相在哪里？”""",后主问曰：“丞相在何处？”
相信深信，收起军队，不再攻打城市。,恪深信之，收了军马，遂不攻城。
蜀兵在山上一阵大喊：“快下马投降，可以保住生命！”,山上蜀兵大叫：“下马投降者免死！”
让鲁肃通知吴侯，并派程普带领军队支援。,便教鲁肃禀报吴侯，并遣程普引军接应。
司马懿举起手来，心中默念：“大魏皇帝的福泽真是深厚啊！”,司马懿以手加额曰：“大魏皇帝之洪福也！”
玄德在袁绍处，感到烦躁不安。,却说玄德在袁绍处，旦夕烦恼。
刘贤说：“不要进寨，去袭击孔明的寨子就好了。”,刘贤叫道荣：“不可入寨，却去劫孔明寨便了。”
等到逊至时，大家都不服气。,比及逊至，众皆不服。
操对国舅说：“如果你愿意把这件袍带送给我，怎么样？”,操谓承曰：“国舅即以此袍带转赐与吾，何如？”
在五更时分，他们进行了讨论，然后各自离去。,共议到五更，相别去了。
因为休害怕乘辇，于是改乘小车入内。,休不敢乘辇，乃坐小车而入。
玄德说：“高祖夺取天下，是因为他能招降纳顺；公为何拒绝韩忠呢？”,玄德曰：“昔高祖之得天下，盖为能招降纳顺；公何拒韩忠耶？”
司马懿率领二十万大军，出关下寨，把先锋张郃召到军帐前说：“诸葛亮平时很谨慎，做事不敢轻率。如果是我出兵，首先会通过子午谷直取长安，这样早就成功了。他不是没计划，只是担心失败，不愿意冒险。现在诸葛亮一定会从斜谷出兵，来攻打郿城。如果他真的攻打郿城，就会分兵两路，一路去攻打箕谷。我已经下令让子丹守住郿城，如果他们来攻，不能应战；让孙礼和辛毗在箕谷道口截击，如果他们来，就出奇兵袭击他们。”,且说司马懿引二十万军，出关下寨，请先锋张郃至帐下曰：“诸葛亮平生谨慎，未敢造次行事。若是吾用兵，先从子午谷径取长安，早得多时矣。他非无谋，但怕有失，不肯弄险。今必出军斜谷，来取郿城。若取郿城，必分兵两路，一军取箕谷矣。吾已发檄文，令子丹拒守郿城，若兵来不可出战；令孙礼、辛毗截住箕谷道口，若兵来则出奇兵击之。”
阐泽说：“不行，关云长是世界上勇猛的将领，不简单。怕有麻烦，会被他伤害。”,阐泽进曰：“不可，关云长乃世之虎将，非等闲可及。恐事不谐，反遭其害。”
耒阳县长上任后，不关心政务，每天沉迷于饮酒享乐；对钱粮诉讼一概不理。,统到耒阳县，不理政事，终日饮酒为乐；一应钱粮词讼，并不理会。
在前面是张辽和许褚，后面是徐晃和于禁，曹操亲自带领着其他将领：一共五千人马，披着袁军的旗帜，士兵们都绑着草和柴火，每个人嘴里衔着枚，马匹的口也被勒住，在黄昏时分，向着乌巢进发。,教张辽、许褚在前，徐晃、于禁在后，操自引诸将居中：共五千人马，打着袁军旗号，军士皆束草负薪，人衔枚，马勒口，黄昏时分，望乌巢进发。
有人劝说操停止进攻，有人说现在春天暖和，适合对抗，不能后退。,或劝操收兵，或云目今春暖，正好相持，不可退归。
说完就掉头回马。,言讫便回马。
在羌兵的阵列中，越吉元帅手持铁锤，腰间挂着宝雕弓，骑马勇猛地冲出。,羌兵阵里，越吉元帅手挽铁锤，腰悬宝雕弓，跃马奋勇而出。
曹操进攻这座城市，长达两个月都没有成功。,却说曹操攻城，两月不下。
在两军对峙的时候，赵云骑马出来迎接对方将领，准备进行对话。,两阵对圆，赵云出马唤彼将答话。
两马交错，云长迅速调整马匹，准备离开。,两马相交，云长拨马便走。
回到寨中的司马懿让人打听是谁带领军队守卫街亭。,却说司马懿回到寨中，使人打听是何将引兵守街亭。
东吴大将军孙綝得知全端、唐咨等投降魏国后，勃然大怒，下令将所有投降者的家人全部斩首。,却说东吴大将军孙綝，听知全端、唐咨等降魏，勃然大怒，将各人家眷，尽皆斩之。
琦泣说：“继母不能容忍我，我的生命岌岌可危，请叔父帮助我。”,琦泣拜曰：“继母不能相容，性命只在旦夕，望叔父怜而救之。”
玄德向众人讲述了之前发生的事情。,玄德方将前项事诉与诸人。
费祎返回成都。,费祎自回成都。
挥笔疾书，心随世事飘零。,秉笔流涕，心与世辞。
命令下达，孔明让人让赵云率军出征。,孔明差人令赵云进兵。
吕蒙倒在地上，七窍流血，最终离世。,只见吕蒙倒于地上，七窍流血而死。
瑾说：“我全家都要完蛋了！”,瑾曰：“吾一家老小休矣！”
快马送信到成都。,驰书报入成都。
在敌楼上，郝昭观察到蜀军搭起云梯，四面涌来。他下令三千将士手持火箭，分布在四面等待云梯靠近城市时一起射击。,郝昭在敌楼上，望见蜀兵装起云梯，四面而来，即令三千军各执火箭，分布四面；待云梯近城，一齐射之。
玄德自己生气，没有责怪张飞。,玄德自去埋怨张飞不题。
"""丕问道：“那位女士是誰？”""",丕曰：“此女何人？”
玄德抵达荆州后，刘表对他非常友善。,却说玄德自到荆州，刘表待之甚厚。
在深夜里，匆忙地准备好了妆奁，整理了宝马香车，让宋宪、魏续和韩胤一起送女孩子过去。,连夜具办妆奁，收拾宝马香车，令宋宪、魏续一同韩胤送女前去。
玄德前往荆州，向刘表提议：“曹操正在全力北征，许昌防守薄弱，我们若趁机出动荆襄军队袭击，将有很大机会取得成功。”,玄德乃往荆州，说刘表曰：“今曹操悉兵北征，许昌空虚，若以荆襄之众，乘间袭之，大事可就也。”
当晚，钦听从之，决定分兵两路。,钦从之，当晚分兵两路。
云说：“对抗汉贼是公义，兄弟之间的仇怨是私怨。希望你以天下为重。”,云曰：“汉贼之仇，公也；兄弟之仇，私也。愿以天下为重。”
李肃听到邀请，欣然同意前往。,李肃应声愿往。
让急匆匆的人去探查这件事。,操急令人探之。
关公迎接客人，握手哭泣不停。,关公迎门接拜，执手啼哭不止。
获说：“这是我们自己来送死，不是你的功劳。我心里还不放心。”,获曰：“此是我等自来送死，非汝之能也。吾心未服。”
周瑜正在考虑进攻的事宜，突然接到报告称江北有船只驶入江口，声称是蔡瑁的弟弟蔡和和蔡中，前来投诚。,且说周瑜正理会进兵之事，忽报江北有船来到江口，称是蔡瑁之弟蔡和、蔡中，特来投降。
消息传开，士兵们纷纷逃离。,众军闻知，逃者无数。
人们四处逃命。,众各四散奔走。
玄德问：“云长现在在哪里？”,玄德曰：“不知云长今在何处？”
在昭急想要询问的时候，师大突然大叫一声，眼睛猛然瞪出，最终死去。,昭急欲问时，师大叫一声，眼睛迸出而死。
在这一刻，甘宁已经患上了痢疾，却依然带着病痛参加战斗。,此时甘宁已患痢疾，带病从征。
干思惊讶地说道：“原来蔡瑁和张允竟然与东吴结盟了！”,干思曰：“原来蔡瑁、张允结连东吴！”
李和郭两个人听完后，停下了手中的武器。,李、郭二人从其言，按住兵器。
王允收到一封信，想了很久都没有想出办法来。,王允得书，寻思无计。
许仪是前军先锋，一心想要立下功勋，于是率兵直奔南郑关而去。,前军先锋许仪，要立头功，先领兵至南郑关。
魏延和姜维恭敬地跪下。,魏延、姜维拜伏。
到达安邑时，发现高房稀缺，帝后只能住在简陋的茅屋里；而且没有门关上，四周用荆棘围起来作为屏障。,驾至安邑，苦无高房，帝后都居于茅屋中；又无门关闭，四边插荆棘以为屏蔽。
懿率领大军前来与孔明交战，第二天派人先送去战书。,懿提大军来与孔明交锋，隔日先下战书。
潘璋部将马忠抓获了关公翻身落马后的尸体。,关公翻身落马，被潘璋部将马忠所获。
夏侯渊仍然保持怀疑。,夏侯渊尚未信。
云长接到命令，带领着关平和周仓以及五百名校刀手，前往华容道埋伏。,云长领了将令，引关平、周仓并五百校刀手，投华容道埋伏去了。
鲁肃见玄德如此哀痛，只好答应了。,鲁肃是个宽仁长者，见玄德如此哀痛，只得应允。
在阵前，庞德身穿青袍，手持银铠，腰间别着钢刀，骑着白马；身后跟着五百名士兵，其中一些步兵肩上扛着木榇。,庞德青袍银铠，钢刀白马，立于阵前；背后五百军兵紧随，步卒数人肩抬木榇而出。
竺说：“我已经杀了他。”,竺曰：“吾已杀之矣”。
操说：“如果我还能活，那是因为你的力量。”,操曰：“吾若再生，汝之力也。”
在桥上，手持横刀，横刀立马。,舆横刀立马于桥上。
睿问：“如果吴、蜀入侵，怎么办？”,睿曰：“倘吴、蜀入寇，如之奈何？”
孔明说：“鲁肃肯定没有见过吴侯，只是和周瑜在柴桑商量了一些计谋，来引诱我。他说的话，主公只是看着我点头，就立刻答应了。”,孔明曰：“鲁肃必不曾见吴侯，只到柴桑和周瑜商量了甚计策，来诱我耳。但说的话，主公只看我点头，便满口应承。”
已经制定好了策略，只需等待东吴使者的到来。,先将计策安排定，只等东吴使命来。
"""懿问道：“接下来该怎么办呢？”""",懿曰：“当复如何？”
单福登上高处观察完毕，对玄德说道：“这简直就是八门金锁阵啊。八门分别是：休、生、伤、杜、景、死、惊、开。如果从生门、景门、开门进入就会顺利；而从伤门、惊门、休门进入则会受到伤害；而从杜门、死门进入则会面临危险。虽然阵法布置整齐，但中间缺乏控制。如果从东南角上的生门发起攻击，然后往正西的景门退出，敌阵必然混乱不堪。”,单福便上高处观看毕，谓玄德曰：“此八门金锁阵也。八门者：休、生、伤、杜、景、死、惊、开。如从生门、景门、开门而入则吉；从伤门、惊门、休门而入则伤；从杜门、死们而人则亡。今八门虽布得整齐，只是中间通欠主持。如从东南角上生门击人，往正西景门而出，其阵必乱。”
军士斩了刘琮及蔡夫人，回报于禁，禁以实情回报曹操，曹操重赏于禁。,军士杀死刘琮及蔡夫人，于禁回报曹操，操重赏于禁。
"刘晔,长史进言道:倘若汉中失守,中原必定动荡不安。请大王勿要推辞辛劳,须亲自出征讨伐。",长史刘晔进曰：“汉中若失，中原震动。大王休辞劳苦，必须亲自征讨。”
所有的谋士都坐在那里。,众谋士俱在座。
乾说：“我愿意先去劝说他，让景升离开本地迎接主公。”,乾曰：“某愿先往说之，使景升出境而迎主公。”
即融回答说：“如果像你说的，小时候肯定很聪明。”,融即应声曰：“如君所言，幼时必聪明者。”
在某一天，羊祜带领着众将士外出打猎，不巧的是，陆抗也在外出打猎。,一日，羊祜引诸将打猎，正值陆抗亦出猎。
愤怒的操决定让张辽上阵。,操怒，使张辽出战。
曹操正在召开会议，突然有人报告说天子派太常卿韩暨前来持节。,却说曹真正升帐议事，忽报天子遣太常卿韩暨持节至。
玄德说：“张飞、云长、赵云各有专长，可以委派他们：让张飞去守卫南越边境；云长守卫固子城，稳定张鲁；赵云守卫三江，对抗孙权。不必担心。”,玄德曰：“弟有三将，足可委用：使张飞巡南越之境；云长拒固子城，以镇张鲁；赵云拒三江，以当孙权。何足虑哉？”
嘉之左右将嘉临死时封存的一本书呈上来，说道：“郭公临终时，亲笔写下此书，嘱咐丞相：如果按照书中的指示行事，辽东之事将迎刃而解。”,嘉之左右，将嘉临死所封之书呈上曰：“郭公临亡，亲笔书此，嘱曰：丞相若从书中所言，辽东事定矣。”
陶濬提议：“我手中有作战船只，大小不等，如果能够调集两万士兵登上大型船只进行战斗，必定能轻松击败敌人。”,陶濬奏曰：“臣领战船皆小，愿得二万兵乘大船以战，自足破之。”
郭汜带领军队进入弘农，进行抢劫活动。,郭汜引军入弘农劫掠。
看到无主的情况，众人纷纷逃离。,众军因见无主，尽皆逃窜。
金吾不禁，玉漏无催，这两句话形容的是真正的自由自在，无拘无束！,真个金吾不禁，玉漏无催！
允说：“好。”,允曰：“善。”
吕凯递给孔明一幅图，说道：“我多年来一直了解南人想要反叛，所以秘密派人进入他们的领土，观察适合驻军交战的地点，绘制了一幅《平蛮指掌图》。现在我敢把它献给您。您看看，这可能会对征讨南蛮有所帮助。”,吕凯遂取一图，呈与孔明曰：“某自历仕以来，知南人欲反久矣，故密遣人入其境，察看可屯兵交战之处，画成一图，名曰《平蛮指掌图》。今敢献与明公。明公试观之，可为征蛮之一助也。”
蔡瑁对这件事犹豫不决，于是与蔡夫人私下商量：当天在襄阳召开全体官员会议，并在那里商议。,蔡瑁见表持疑不决，乃暗与蔡夫人商议：即日大会众官于襄阳，就彼处谋之。
有人问谁敢担任前锋，吕旷和大将吕翔兄弟俩都愿意前往。,尚问军中谁敢为前部，大将吕旷、吕翔兄弟二人愿去。
波涛汹涌的河北军队，关公直奔颜良而来。,河北军如波开浪裂，关公径奔颜良。
操询问：“云长的胡须有多少？”,操问曰：“云长髯有数乎？”
三军在程普的命令下坚守各寨，禁止轻率出战。三天后，牛金率军前来挑战，程普却静静等待。,程普令三军紧守各寨，不许轻出，三日后，牛金引军来搦战，程普按兵不动。
炎说：“这是我自己的想法，华只需要和我一起就行了，何必还要争论！”,炎曰：“此是朕意，华但与朕同耳，何必争辩！”
大怒的恪，下令催促军队攻打城池。,恪大怒，催兵打城。
命令士兵一起上船，拿出武器，整齐地摆放在船上。,叱令军士一齐开船，各将军器出来，摆列在船上。
在林木繁茂的地方和险峻的小路上，逵将军设置了大量的旗帜来迷惑敌人。,逵于林木盛茂处，及险峻小径，多设旌旗以为疑兵。
二将问：“你们见过刘备了吗？”,二将问曰：“你等曾见刘备否？”
周瑜和鲁肃回到营地。,却说周瑜、鲁肃回寨。
贾诩说：“现在马上开战，一定会失败的。”,贾诩曰：“今若即战，必当败绩。”
大获愤怒，转身对左右说：“我遭到这个人的诡计，被侮辱三次。现在幸好在这里遇见你们。你们全力冲过去，砍倒人和车。”,获大怒，回顾左右曰：“吾遭此人诡计！受辱三次；今幸得这里相遇。汝等奋力前去，连人带车砍为粉碎！”
一直在八月坚持到十月。,自八月守至十月。
懿说：“我会自己去拿的。”,懿曰：“臣自去取之。”
接见的是陈宫等人。,陈宫等接见。
曹爽闷闷不乐。,曹爽心中忧闷。
第一个是右北平土垠人，姓程，名普，字德谋，擅长使用铁脊蛇矛；第二个是零陵人，姓黄，名盖，字公覆，擅长使用铁鞭；第三个是辽西令支人，姓韩，名当，字义公，擅长使用大刀；第四个是吴郡富春人，姓祖，名茂，字大荣，擅长使用双刀。,——第一个，右北平土垠人，姓程，名普，字德谋，使一条铁脊蛇矛；第二个，姓黄，名盖，字公覆，零陵人也，使铁鞭；第三个，姓韩，名当，字义公，辽西令支人也，使一口大刀；第四个，姓祖，名茂，字大荣，吴郡富春人也，使双刀。
赵云与四名敌军展开激烈战斗，曹军随后赶到。,赵云力战四将，曹军一齐拥至。
尽管孔明苦苦劝说多次，汉中王却固执己见，毫不动摇。,孔明苦劝数次，汉中王坚执不从。
孔明匆忙下车迎接，紧紧握住维的手说道：“自从离开茅庐以来，我一直寻找有才能的人，想要传授我一生所学。可惜一直没有找到合适的人。如今遇到伯约，我感到非常满足。”,孔明慌忙下车而迎，执维手曰：“吾自出茅庐以来，遍求贤者，欲传授平生之学，恨未得其人。今遇伯约，吾愿足矣。”
在夜晚，天气晴朗，月亮明亮，山下周围被仔细巡查了一遍，然后才返回。,是夜天晴月朗，直至山下，周围巡哨了一遍，方回。
徐盛抵敌不住，被徐盛迎了上来。,徐盛迎战，不能抵挡。
黄忠率军迎战。,黄忠整兵来迎。
二糜同样感到伤感。,二糜亦俱伤感。
让貂蝉和吕布举起酒杯。,便命貂蝉与吕布把盏。
吕布部署计划，秘密告知田氏派人直接前往曹操的营地。,吕布从其计，密谕田氏使人径到操寨。
禁止惊讶地询问原因。,禁惊问其故。
迎接的是献帝，他坐着豪华的马车驶出城外。,献帝排銮驾出郭迎接。
从这个时候开始，所有国内外重要事件都变得清晰明了。,自此，中外大小事情，皆归于昭。
直到天亮才结束战斗，曹军退守五十余里外设立营地。,杀至天明，曹兵退五十余里下寨。
忠说：“我看到蜀军中诸葛孔明指挥着军队，于是匆忙撤退。”,忠曰：“但见蜀阵中诸葛孔明领兵，因此奔还。”
听了他的话，决定让陆逊的儿子陆抗担任镇东大将军，兼任荆州牧，守卫江口；孙异则守卫南徐的各个要塞；还在沿江一带部署了几百个营寨，由老将丁奉统一指挥，以防备魏军的进攻。,休从其言，遂命陆逊子陆抗为镇东大将军，领荆州牧，守江口；左将军孙异守南徐诸处隘口；又沿江一带，屯兵数百营，老将丁奉总督之，以防魏兵。
突然间，遂说道：“难道曹操把草稿弄错了，误封了过来？”,遂曰：“莫非曹操错将草稿误封来了。”
知道他口齿清晰，胆识过人，所以想让他递交投降书。,盖知其能言有胆，故欲使献诈降书。
肃惊讶地说：“先生真是神通广大！您是怎么知道今天会有这么大的雾呢？”,肃曰：“先生真神人也！何以知今日如此大雾？”
刚刚休息的周瑜接到报告，说张昭、顾雍、张纮、步骘四人前来拜访。,周瑜方才歇息，忽报张昭、顾雍、张纮、步骘四人来相探。
在辰时，余众多降，夺得了皖城。,余众多降，得了皖城，方才辰时。
让我们来看看孔明会如何回答，接下来的故事又会如何发展。,未知孔明如何对答，且看下文分解。
被赋予权力担任丞相，负责处理太守事务。,权以为丞，行太守事。
孔明沿着藤蔓攀爬，来到了一座石屋前。屋里塑着一尊将军的雕像，旁边还有一块石碑。这是汉伏波将军马援的庙宇：当年将军平定蛮族入侵时到达此地，当地人为了纪念他而建成了这座庙宇。,孔明攀藤附葛而到，见一石屋之中，塑一将军端坐，旁有石碑，乃汉伏波将军马援之庙：因平蛮到此，土人立庙祀之。
大家纷纷敦促曹操尽快发起进攻。,众皆劝操急攻之。
魏国细作得知此事后，迅速报告给了中原。,却说魏国细作人探知此事，火速报入中原。
邓芝这次去了什么地方，让我们下一篇继续探讨。,未知邓芝此去若何，且看下文分解。
副都督郭淮说：“诸葛亮认为我们的军队正在为丧事哀悼，今晚肯定会来袭击我们的营地。我们可以分成四路兵力：一路从山间小路绕到蜀军营地外，伺机袭击；另一路埋伏在本营外，左右夹击蜀军营地。”,副都督郭淮曰：“诸葛亮料吾军中治丧，今夜必来劫寨。可分兵四路：两路兵从山僻小路，乘虚去劫蜀寨；两路兵伏于本寨外，左右击之。”
召集文武官员，商讨出兵攻打荆州的事情。,唤集文武，商议起军攻取荆州。
臣听说范蠡敏锐地洞察细微之事，漂泊在五湖之间；舅犯感激谢罪，在河上徘徊不定。,臣闻范蠡识微，浮于五湖；舅犯谢罪，逡巡河上。
当日华歆凶狠地谋划着，将母后收入破壁之中。这一行为增添了虎翼的力量，也成为了千载笑柄！,华歆当日逞凶谋，破壁生将母后收。助虐一朝添虎翼，骂名千载笑龙头！
德大声喊道：“我是受魏王派遣，来取你父亲头的人。你这个可怜的孩子，我不会伤害你。快叫你父亲出来吧！”,德叫曰：“吾奉魏王旨，来取汝父之首！汝乃疥癞小儿，吾不杀汝！快唤汝父来！”
预说：“就像乐毅在济西一战击败强大的齐国一样；如今军队声势浩大，势如破竹，节节胜利，敌人纷纷溃散，毫无抵抗之力，我们已经不需要再动手了。”,预曰：“昔乐毅济西一战而并强齐；今兵威大振，如破竹之势，数节之后，皆迎刃而解，无复有着手处也。”
貂蝉坐在允旁边。,貂蝉便坐于允侧。
下令让孔明前往。,孔明即令前去。
郭奉孝天生就是豪杰，群英中的佼佼者。他腹有经史，胸有甲兵。,天生郭奉孝，豪杰冠群英。腹内藏经史，胸中隐甲兵。
两位勇猛的大将率先冲出，高声呼喊道：“刘备，赶快下马投降！我们受周都督的委托，已经等待了很久！”,当先两员大将，厉声高叫曰：“刘备早早下马受缚！吾奉周都督将令，守候多时！”
星夜赶来的太史慈得以脱身，立即赶赴平 original来拜见刘玄德。,太史慈得脱，星夜投平原来见刘玄德。
许汜和王楷两位谋士前来见布，进言道：目前袁术已经在淮南站稳了脚跟，声势猛烈。,谋士许汜、王楷入见布，进计曰：今袁术在淮南，声势大振。
在紧急情况下，突然传来一阵激烈的喊叫声，鼓声和号角声交织在一起，魏军纷纷向后退却。,正慌急之间，忽听的喊声大震，鼓角喧天，只见魏兵纷纷倒退。
立刻行动，立刻写信，让两人前去。,布从其计，即日修书，就着二人前去。
